Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL,NIFTY50
2018-03-22,499.69,497.92,200.53,784.12,104.78,73.46,1120.95,1154.41,447.39,108.65,4175.1,327.58,275.9,89.87,5220.5
2018-03-23,488.08,488.97,201.23,777.73,104.26,73.75,1095.6,1162.63,446.2,108.2,4248.85,329.41,270.21,90.55,5190.18
2018-03-26,488.6,501.61,203.84,815.13,106.2,75.96,1106.49,1184.08,449.21,108.17,4346.31,342.67,277.58,90.4,5267.8
2018-03-27,482.82,502.55,203.99,813.41,106.36,76.74,1096.18,1169.89,442.44,108.42,4466.88,334.58,281.04,88.59,5253.79
2018-03-28,478.91,506.22,203.17,818.64,106.9,75.84,1111.44,1166.8,435.56,106.87,4257.28,332.19,284.11,85.42,5234.46
2018-03-29,484.17,513.65,203.01,845.0,109.64,80.72,1093.41,1190.36,439.74,108.07,4350.49,357.66,294.55,85.87,5314.89
2018-03-30,474.9,492.37,201.16,821.36,110.66,81.46,1082.06,1175.5,440.89,106.95,4236.7,348.06,290.58,84.41,5254.73
2018-04-02,464.22,478.69,199.94,819.75,109.9,82.1,1058.73,1158.1,441.35,104.98,4172.16,335.64,277.75,83.48,5192.18
2018-04-03,473.07,481.1,197.12,794.05,110.79,81.0,1031.09,1128.2,428.53,104.23,4314.51,327.47,285.35,82.81,5161.22
2018-04-04,487.68,494.5,203.1,831.02,117.53,86.44,1032.0,1131.29,439.76,107.56,4411.53,334.38,281.68,82.18,5268.61
2018-04-05,489.02,489.35,199.25,826.18,119.64,87.86,1028.05,1128.52,442.7,107.6,4429.29,336.89,283.72,80.8,5269.92
2018-04-06,502.09,485.69,205.55,833.89,120.06,90.08,1045.93,1216.26,450.78,109.18,4523.58,345.54,295.84,84.97,5364.05
2018-04-09,498.0,488.47,207.76,832.71,118.92,91.28,1042.03,1228.93,459.39,114.22,4380.39,349.31,296.91,86.17,5382.18
2018-04-10,501.59,487.61,204.04,855.39,122.96,93.36,1059.91,1273.71,459.42,114.76,4346.48,354.39,300.79,86.35,5436.0
2018-04-11,500.1,492.26,206.6,843.92,122.1,93.01,1054.44,1290.24,456.93,116.03,4291.55,345.86,301.18,87.03,5426.36
2018-04-12,496.14,481.73,206.53,816.21,120.29,91.72,1015.55,1268.74,468.09,117.55,4227.13,346.79,290.83,84.17,5358.35
2018-04-13,495.74,485.34,209.84,830.59,122.82,90.99,1030.4,1288.57,474.72,118.21,4243.66,352.72,281.98,88.43,5403.7
2018-04-16,494.95,489.81,203.03,854.5,123.42,95.86,1059.72,1296.98,480.03,118.87,4283.26,348.33,296.32,88.7,5466.41
2018-04-17,484.56,485.14,199.73,824.83,118.22,94.11,1022.82,1245.24,476.83,116.86,4233.81,335.75,302.81,84.86,5365.09
2018-04-18,474.87,474.51,192.27,811.46,118.89,94.83,1030.58,1240.07,475.19,115.75,4275.07,328.25,310.62,83.86,5339.38
2018-04-19,475.51,464.16,191.4,812.73,116.36,92.6,1019.71,1234.0,464.47,115.15,4229.8,333.73,292.89,83.58,5288.86
2018-04-20,481.29,463.76,187.6,811.54,115.93,91.67,1006.65,1243.16,448.63,115.22,4286.27,337.55,286.17,84.61,5271.54
2018-04-23,481.12,461.74,190.58,838.43,117.35,95.14,1010.64,1279.74,449.72,117.54,4286.49,346.95,292.18,83.83,5324.89
2018-04-24,487.28,461.89,195.24,865.1,120.48,95.3,1032.27,1340.35,453.2,120.15,4266.31,356.37,291.18,88.22,5405.86
2018-04-25,495.01,467.45,200.83,885.81,125.6,97.98,1073.16,1345.64,459.06,121.34,4270.96,351.38,301.18,88.73,5492.98
2018-04-26,492.81,460.91,198.33,872.82,126.29,96.44,1093.67,1351.28,455.56,121.52,4324.47,355.41,306.84,91.12,5499.5
2018-04-27,484.61,459.4,195.93,832.41,121.43,90.33,1055.89,1309.21,439.63,119.12,4217.07,340.17,294.37,85.05,5350.26
2018-04-30,485.46,463.2,197.76,846.7,125.29,92.31,1084.06,1316.6,440.41,119.58,4274.5,348.82,300.05,85.46,5410.71
2018-05-01,498.45,462.69,197.66,860.51,131.6,96.8,1101.97,1322.14,448.23,120.86,4331.65,351.57,302.7,87.06,5490.22
2018-05-02,500.1,475.1,198.48,868.43,135.09,100.71,1104.64,1330.11,449.77,120.19,4335.29,350.45,309.9,88.85,5540.32
2018-05-03,498.55,468.96,198.08,898.61,138.13,104.43,1139.37,1343.66,460.6,119.09,4324.8,350.19,318.15,86.05,5593.36
2018-05-04,511.04,480.72,206.01,936.04,142.44,104.63,1207.52,1363.39,461.49,120.51,4513.16,360.54,329.01,87.12,5721.63
2018-05-07,495.96,476.3,204.39,923.09,142.81,99.97,1171.0,1316.6,456.8,120.43,4422.26,353.16,309.04,87.42,5631.98
2018-05-08,486.11,460.45,198.27,909.44,138.67,98.99,1148.03,1327.87,455.01,122.11,4366.33,357.78,294.4,91.83,5578.59
2018-05-09,493.3,463.57,199.25,919.75,143.32,102.3,1140.98,1304.45,464.21,124.45,4486.6,358.49,298.55,96.05,5643.2
2018-05-10,509.55,479.54,208.25,941.87,144.8,103.19,1197.21,1358.74,476.71,127.69,4646.69,370.94,312.39,100.82,5790.97
2018-05-11,500.15,478.87,210.75,978.48,148.87,104.68,1214.83,1371.02,483.28,128.93,4640.26,380.51,313.13,97.5,5834.23
2018-05-14,502.4,481.11,213.42,976.24,149.3,105.89,1213.8,1389.28,485.77,130.14,4483.79,375.6,305.18,97.77,5834.0
2018-05-15,514.24,488.8,219.96,997.03,153.45,110.43,1244.04,1413.58,494.92,134.8,4615.81,388.25,308.34,103.34,5958.13
2018-05-16,501.58,467.83,214.57,962.03,150.24,104.34,1241.19,1386.19,488.72,128.75,4402.47,376.69,299.07,103.24,5832.41
2018-05-17,501.16,466.47,206.11,971.33,149.9,103.33,1213.23,1350.4,492.82,128.4,4428.6,371.24,289.81,105.31,5804.82
2018-05-18,505.19,470.24,206.36,944.57,149.41,99.54,1211.31,1339.07,492.33,128.68,4528.53,363.99,289.84,106.97,5788.45
2018-05-21,488.93,460.69,205.72,954.6,153.06,97.86,1246.93,1328.37,503.88,128.42,4461.4,353.13,292.55,110.74,5801.76
2018-05-22,502.56,439.7,200.98,941.3,148.24,94.35,1254.26,1349.37,495.98,124.9,4390.35,353.73,284.5,115.18,5757.67
2018-05-23,510.99,442.78,197.92,964.77,154.82,97.0,1273.57,1355.52,503.12,123.89,4379.62,359.63,295.83,115.71,5830.49
2018-05-24,504.35,445.86,195.27,966.92,154.11,93.61,1272.16,1344.47,503.09,123.24,4466.73,363.78,296.06,117.11,5820.67
2018-05-25,520.82,462.64,197.37,1000.65,163.15,100.55,1282.92,1367.37,506.76,126.0,4652.32,369.25,305.29,114.81,5947.31
2018-05-28,535.38,461.66,200.56,1007.16,165.84,103.07,1283.15,1371.52,515.66,128.42,4686.19,366.41,301.81,119.85,6002.56
2018-05-29,528.71,456.66,203.01,994.22,162.97,103.14,1311.78,1359.6,523.12,129.46,4639.75,365.65,300.4,120.9,5997.97
2018-05-30,559.77,484.58,213.22,1045.0,170.71,107.68,1368.83,1409.53,527.34,131.35,4757.09,391.54,306.32,121.03,6186.36
2018-05-31,561.77,494.15,217.36,1060.64,172.15,110.06,1398.19,1424.81,525.73,131.42,4847.12,383.96,319.48,121.24,6247.1
2018-06-01,565.13,501.52,217.01,1060.3,172.71,108.13,1374.94,1395.06,531.91,131.48,4780.19,387.28,315.11,115.02,6220.03
2018-06-04,572.5,518.82,223.58,1047.27,171.55,106.22,1383.7,1374.35,530.11,129.95,4798.69,375.18,319.84,112.93,6220.06
2018-06-05,541.24,503.09,217.11,1049.69,163.28,101.71,1368.96,1377.86,514.65,128.23,4594.5,358.03,300.0,109.98,6077.32
2018-06-06,524.07,495.59,213.73,1035.43,155.77,95.48,1345.51,1333.42,504.3,126.75,4436.14,348.95,286.34,107.34,5946.72
2018-06-07,536.63,507.67,218.68,1053.71,162.67,100.98,1397.9,1343.45,503.72,127.67,4506.49,363.51,300.06,108.25,6068.68
2018-06-08,544.71,512.46,226.75,1056.3,160.18,101.01,1413.66,1331.13,508.17,130.5,4447.36,375.2,297.7,106.5,6092.68
2018-06-11,543.66,511.53,228.06,1039.03,160.96,101.17,1420.83,1305.68,501.09,132.36,4405.81,375.01,300.66,105.18,6078.91
2018-06-12,555.45,517.82,226.71,1052.47,164.37,107.82,1400.03,1325.29,500.55,133.59,4482.06,373.6,308.18,104.48,6134.28
2018-06-13,569.29,522.55,236.81,1066.5,170.82,112.2,1415.93,1334.92,500.45,134.43,4545.99,381.5,317.15,105.54,6223.52
2018-06-14,550.43,536.59,233.92,1091.66,167.93,110.86,1388.09,1289.26,496.3,133.79,4438.92,375.85,312.52,100.71,6167.24
2018-06-15,552.34,537.72,233.82,1077.9,167.85,109.44,1373.2,1287.26,496.69,132.34,4508.18,365.79,306.48,103.97,6151.05
2018-06-18,570.26,546.2,240.14,1069.66,166.44,111.71,1392.01,1326.8,505.72,131.36,4503.25,371.01,307.76,103.57,6200.09
2018-06-19,585.33,552.66,246.76,1078.98,167.52,110.46,1428.58,1363.71,505.53,131.6,4434.93,374.63,308.2,107.13,6259.58
2018-06-20,591.45,540.67,243.48,1053.17,164.25,108.62,1442.65,1357.25,509.4,130.08,4361.48,380.42,313.75,105.28,6229.74
2018-06-21,596.37,550.77,246.86,1051.19,163.32,108.59,1417.65,1388.57,509.55,129.66,4539.19,383.8,323.8,109.51,6268.7
2018-06-22,598.61,550.49,236.42,1031.34,161.78,101.2,1399.2,1362.69,506.91,122.18,4560.83,387.62,326.4,110.57,6202.87
2018-06-25,597.4,550.58,235.19,1049.67,165.35,102.38,1438.48,1364.22,503.94,122.36,4534.8,395.28,324.73,110.6,6239.87
2018-06-26,607.84,552.03,238.66,1037.51,165.43,103.42,1440.15,1365.97,507.4,122.65,4632.55,406.19,325.71,115.87,6279.41
2018-06-27,604.77,566.24,239.89,1060.77,169.69,104.21,1449.89,1404.03,510.99,123.28,4580.92,420.77,326.49,121.87,6350.63
2018-06-28,598.5,571.51,242.97,1061.32,167.2,101.99,1437.54,1424.68,512.36,121.7,4506.32,418.61,312.38,121.55,6316.2
2018-06-29,606.58,576.16,246.19,1075.59,168.97,104.99,1486.81,1414.79,512.99,126.49,4606.73,426.69,316.48,124.96,6403.79
2018-07-02,596.65,576.81,243.58,1061.58,165.53,102.32,1455.18,1424.26,505.68,125.89,4590.08,424.29,314.87,123.64,6344.0
2018-07-03,603.62,587.48,250.63,1041.48,164.82,102.77,1440.72,1409.78,502.31,125.02,4645.77,438.84,316.61,121.9,6345.36
2018-07-04,604.03,574.13,245.27,1029.54,161.28,103.62,1398.99,1428.11,507.76,125.29,4631.35,440.64,313.06,116.24,6292.14
2018-07-05,593.71,566.61,238.47,1014.27,159.45,101.75,1397.03,1417.12,505.76,123.71,4525.81,429.22,307.69,114.86,6225.83
2018-07-06,582.66,565.57,233.71,1005.17,157.09,101.52,1410.63,1454.5,496.93,123.82,4503.95,430.04,310.03,114.9,6207.18
2018-07-09,575.99,552.53,220.61,971.01,154.1,100.35,1389.13,1447.08,483.61,120.78,4395.07,413.6,307.69,110.41,6094.16
2018-07-10,580.71,561.28,221.28,958.08,155.94,99.8,1421.35,1439.25,485.05,120.47,4428.13,399.52,306.11,114.01,6116.05
2018-07-11,578.0,555.84,217.27,947.22,156.85,99.4,1379.74,1443.79,493.88,121.05,4485.89,406.01,298.34,120.37,6108.3
2018-07-12,589.78,568.44,220.89,939.0,156.03,99.52,1357.09,1444.62,487.43,120.39,4413.79,396.77,296.86,117.05,6089.53
2018-07-13,584.88,559.64,228.16,943.38,157.86,99.96,1389.27,1441.47,486.7,123.44,4448.31,407.01,289.15,114.95,6108.67
2018-07-16,584.5,554.69,229.35,950.58,158.98,102.58,1400.59,1434.98,487.25,124.13,4522.84,410.23,289.1,116.85,6137.07
2018-07-17,588.76,570.52,233.37,948.14,161.7,101.65,1408.13,1432.05,490.08,124.76,4452.36,403.18,294.85,119.38,6169.31
2018-07-18,609.59,576.86,237.76,974.54,166.08,104.79,1440.94,1449.43,498.49,122.9,4601.57,402.39,292.98,121.13,6260.7
2018-07-19,605.7,572.58,237.47,981.19,170.8,105.28,1463.84,1458.15,486.32,120.95,4513.19,404.76,291.22,122.25,6265.03
2018-07-20,602.62,568.67,236.09,971.71,171.09,102.77,1440.63,1439.97,482.56,117.88,4487.97,395.03,282.57,120.8,6204.2
2018-07-23,593.25,561.69,231.9,956.85,166.75,101.99,1425.56,1396.51,482.31,118.23,4491.79,394.36,283.27,119.19,6150.21
2018-07-24,588.54,565.3,232.63,938.6,166.12,99.95,1402.85,1367.7,478.39,118.06,4409.3,378.98,273.02,118.32,6087.67
2018-07-25,587.07,573.51,233.7,957.41,166.84,100.07,1415.36,1377.05,479.04,117.11,4296.67,383.5,276.19,116.14,6105.93
2018-07-26,591.32,575.24,238.83,941.01,164.63,98.63,1420.31,1403.15,478.85,118.66,4304.4,394.79,279.24,117.62,6119.07
2018-07-27,587.26,576.35,235.9,943.68,163.68,98.62,1409.18,1390.04,483.63,119.16,4296.11,395.32,273.17,121.71,6115.31
2018-07-30,587.75,560.36,237.33,922.2,163.32,98.5,1370.57,1377.12,483.51,119.78,4308.8,387.16,270.71,120.11,6064.73
2018-07-31,606.48,570.81,241.61,921.11,163.79,97.89,1413.08,1355.98,488.32,121.56,4460.21,391.35,272.95,120.8,6126.76
2018-08-01,613.25,576.34,245.19,947.12,169.62,101.71,1397.34,1357.64,491.84,118.95,4384.51,390.36,273.4,120.71,6166.87
2018-08-02,611.23,577.0,243.35,947.83,170.61,104.28,1376.16,1365.9,497.95,117.88,4520.77,395.59,272.22,122.94,6183.69
2018-08-03,605.3,569.43,242.22,957.65,170.28,104.12,1391.94,1382.21,492.7,119.85,4472.13,407.11,270.59,124.45,6193.21
2018-08-06,598.78,550.69,237.31,942.23,165.17,103.85,1375.84,1360.65,490.61,119.72,4395.01,411.69,278.42,118.36,6127.86
2018-08-07,597.04,552.2,246.04,934.56,161.62,101.26,1416.16,1347.02,485.52,120.1,4383.49,420.62,278.4,118.24,6129.13
2018-08-08,596.15,541.13,242.78,926.95,159.5,97.93,1392.42,1328.93,486.92,120.54,4323.77,415.09,268.97,114.14,6061.27
2018-08-09,604.9,564.54,246.36,928.28,162.71,98.56,1397.28,1363.98,483.54,119.98,4369.36,417.32,271.83,123.59,6133.71
2018-08-10,601.77,557.81,244.93,937.48,162.0,98.86,1426.98,1395.02,485.63,124.02,4524.71,415.9,264.04,128.76,6172.04
2018-08-13,616.99,566.57,247.22,934.25,160.19,100.49,1422.23,1416.7,475.72,125.71,4614.05,413.19,264.47,128.14,6191.48
2018-08-14,612.26,539.8,238.41,917.43,156.34,98.74,1441.96,1400.68,457.97,122.69,4574.8,402.09,261.67,120.82,6092.46
2018-08-15,610.99,527.43,234.52,917.97,156.01,98.75,1443.71,1399.65,460.31,123.05,4661.29,403.94,254.61,123.3,6085.88
2018-08-16,626.27,557.12,248.64,937.73,160.37,100.69,1468.62,1421.27,475.76,123.82,4657.84,418.74,270.48,125.46,6219.92
2018-08-17,673.73,578.15,254.98,920.47,155.69,97.24,1489.58,1437.88,471.5,123.94,4689.1,420.14,273.72,126.5,6261.43
2018-08-20,654.0,563.59,248.83,921.65,152.33,96.26,1489.37,1432.36,458.58,123.94,4671.22,419.41,267.76,119.21,6183.72
2018-08-21,663.44,582.28,249.65,956.21,160.26,97.95,1505.82,1414.92,463.53,124.99,4633.32,425.68,273.53,121.16,6275.33
2018-08-22,669.16,575.6,248.67,957.67,164.53,99.75,1521.34,1392.29,458.59,122.45,4621.83,437.51,274.69,120.87,6288.68
2018-08-23,676.18,570.94,247.04,964.64,167.23,97.96,1553.0,1372.56,455.54,121.54,4715.71,436.74,279.31,117.97,6301.63
2018-08-24,678.04,567.61,247.72,958.45,163.28,95.44,1518.81,1339.39,454.46,119.42,4648.36,446.18,274.74,115.64,6244.24
2018-08-27,678.66,591.48,240.81,962.96,165.28,92.97,1510.87,1326.92,457.65,118.0,4677.6,441.89,280.77,117.43,6260.51
2018-08-28,693.78,586.78,242.52,943.95,165.85,91.67,1457.03,1323.09,455.36,116.83,4750.97,445.77,276.47,117.46,6229.28
2018-08-29,679.87,576.05,246.02,930.61,162.4,92.34,1413.12,1332.85,446.71,116.92,4683.85,450.41,264.5,113.84,6153.18
2018-08-30,688.32,577.12,250.42,936.72,162.94,92.96,1431.74,1337.78,452.43,116.96,4662.09,460.89,265.81,112.98,6187.19
2018-08-31,658.47,549.66,237.23,903.77,154.18,89.67,1363.6,1293.79,442.49,112.65,4611.14,447.57,253.55,109.76,5997.15
2018-09-03,673.38,549.75,235.01,896.58,151.28,87.75,1358.73,1300.76,439.93,111.35,4576.22,438.43,253.79,110.19,5977.64
2018-09-04,666.21,536.59,237.1,890.91,150.88,88.62,1334.97,1327.12,439.26,112.3,4653.16,443.36,244.91,105.82,5944.76
2018-09-05,666.01,538.44,235.26,893.97,152.2,90.38,1324.29,1330.89,439.26,112.78,4646.35,439.4,243.65,105.88,5949.38
2018-09-06,656.2,528.92,238.63,899.92,150.11,92.0,1345.93,1344.68,436.86,112.21,4629.74,434.26,247.63,108.32,5958.5
2018-09-07,655.95,537.67,238.84,896.3,151.93,94.19,1373.98,1357.58,443.45,115.08,4826.32,439.08,260.43,109.8,6032.14
2018-09-10,653.49,542.58,242.23,913.45,154.28,94.68,1389.5,1367.44,448.16,114.34,4794.53,439.73,252.41,112.46,6062.48
2018-09-11,655.69,546.08,241.28,924.82,154.08,94.03,1412.73,1382.48,441.9,116.16,4759.89,444.68,257.33,107.83,6076.29
2018-09-12,636.11,537.18,227.39,884.01,149.43,88.2,1399.53,1312.92,429.66,114.59,4740.95,424.07,250.31,105.41,5931.86
2018-09-13,652.33,553.66,230.64,884.29,149.2,86.19,1415.1,1329.7,430.02,117.2,4912.3,434.41,255.25,106.34,5988.92
2018-09-14,648.37,561.49,229.45,910.32,154.83,89.54,1395.53,1337.13,437.96,116.9,4916.11,439.94,256.79,105.24,6034.12
2018-09-17,627.94,544.97,226.09,883.7,149.47,86.09,1354.2,1325.81,441.22,117.32,4782.26,448.2,255.25,103.49,5938.44
2018-09-18,619.48,548.36,226.1,873.45,146.93,83.69,1324.69,1332.66,443.69,118.37,4798.04,440.14,248.81,107.59,5908.35
2018-09-19,620.94,537.61,224.98,875.41,148.55,83.42,1374.15,1299.96,443.58,120.36,4872.94,448.24,246.35,108.16,5931.59
2018-09-20,620.78,528.67,226.26,858.58,144.77,82.73,1365.72,1298.5,440.09,121.95,4802.27,446.48,243.88,104.51,5883.63
2018-09-21,609.59,522.51,226.44,866.97,145.15,82.25,1377.91,1309.27,442.66,123.84,4714.28,444.22,244.53,102.08,5878.28
2018-09-24,603.95,513.31,218.22,855.63,144.73,81.36,1371.76,1316.72,437.71,127.0,4726.55,443.75,238.02,103.95,5848.83
2018-09-25,601.04,510.85,216.58,850.36,144.08,80.15,1357.44,1328.17,435.38,126.9,4648.48,440.15,229.32,107.96,5823.18
2018-09-26,616.35,525.22,229.31,876.11,148.52,84.0,1431.79,1348.72,437.91,130.39,4712.76,437.12,229.36,108.97,5947.02
2018-09-27,617.13,526.32,237.04,876.15,149.19,82.37,1452.36,1350.4,433.16,128.34,4696.45,434.19,225.97,110.67,5949.04
2018-09-28,640.43,539.51,250.32,864.1,149.8,82.45,1463.71,1367.31,435.71,126.42,4629.51,443.22,222.97,113.41,5990.47
2018-10-01,642.13,539.24,250.18,871.44,148.37,82.66,1445.89,1379.6,438.98,126.53,4648.5,440.47,221.8,112.53,5987.72
2018-10-02,638.89,530.91,246.14,849.67,141.54,78.85,1443.64,1368.17,425.96,123.67,4618.62,430.96,212.21,114.89,5898.25
2018-10-03,637.23,520.9,244.34,841.45,137.2,77.82,1463.14,1364.92,412.43,122.77,4623.7,426.28,207.0,117.55,5858.62
2018-10-04,629.97,507.99,240.45,838.85,137.43,74.67,1451.69,1363.38,412.23,118.72,4608.56,427.93,199.44,120.61,5811.38
2018-10-05,653.32,514.14,247.54,874.56,145.47,78.48,1513.0,1424.58,416.67,120.19,4700.32,439.96,204.29,125.65,5968.11
2018-10-08,661.2,527.57,246.7,886.07,147.43,79.3,1515.93,1413.75,424.95,124.07,4809.2,449.0,208.92,129.62,6039.98
2018-10-09,633.0,510.45,236.5,870.7,145.41,77.21,1468.03,1353.15,418.45,122.67,4649.89,420.04,208.06,125.34,5906.76
2018-10-10,630.74,519.56,238.63,896.46,151.34,77.76,1499.83,1395.54,419.6,122.05,4611.98,431.0,210.47,124.55,5971.52
2018-10-11,634.87,520.2,238.95,885.96,151.02,78.66,1475.27,1358.39,416.76,122.86,4600.46,417.79,211.31,124.97,5950.38
2018-10-12,635.36,508.39,235.26,879.02,148.41,78.9,1448.81,1357.75,413.08,122.59,4576.79,416.26,205.45,122.53,5899.22
2018-10-15,632.64,500.32,233.67,877.77,147.31,80.09,1451.52,1337.28,418.36,124.11,4654.81,418.5,200.0,124.13,5897.66
2018-10-16,633.59,503.48,236.49,908.61,150.33,81.82,1462.65,1336.9,416.91,121.1,4639.37,433.85,208.86,120.71,5943.78
2018-10-17,630.74,510.93,239.3,916.83,150.51,83.61,1439.19,1359.9,421.18,122.52,4699.91,437.42,208.42,122.13,5970.97
2018-10-18,613.17,504.65,238.45,900.59,144.87,80.08,1420.99,1347.18,425.0,124.23,4681.32,434.89,201.75,126.03,5911.63
2018-10-19,610.68,505.18,240.53,902.34,147.33,81.38,1443.96,1358.71,427.62,125.65,4721.67,427.44,199.84,130.39,5946.63
2018-10-22,597.24,493.82,231.93,883.94,143.42,78.39,1383.19,1327.4,416.48,121.57,4648.4,422.58,189.49,129.64,5817.55
2018-10-23,592.01,486.25,226.21,877.27,146.32,76.46,1329.23,1301.42,417.63,119.39,4623.6,407.96,181.2,129.33,5748.71
2018-10-24,611.29,502.28,234.88,879.0,149.1,76.03,1390.38,1287.52,416.74,118.19,4689.72,409.9,190.88,133.33,5836.27
2018-10-25,602.89,503.46,229.24,867.91,147.01,72.77,1393.17,1311.89,412.69,116.61,4650.71,401.76,189.78,132.25,5790.53
2018-10-26,606.6,520.18,226.04,863.8,145.63,71.96,1394.13,1328.43,403.42,115.89,4622.05,399.27,190.82,128.39,5777.99
2018-10-29,602.06,521.65,223.4,861.21,148.49,74.49,1328.62,1327.31,418.98,118.07,4662.17,406.51,194.4,132.12,5800.61
2018-10-30,600.03,521.88,224.62,873.6,149.05,74.66,1300.91,1324.19,424.83,118.39,4558.39,394.97,190.17,132.95,5789.31
2018-10-31,595.12,507.77,218.95,866.36,150.43,74.4,1312.19,1328.58,417.88,119.14,4592.85,387.07,192.6,133.94,5773.6
2018-11-01,574.89,489.58,209.06,839.43,143.9,70.77,1268.56,1293.79,412.08,115.49,4542.92,365.76,188.72,134.56,5634.5
2018-11-02,573.28,489.93,205.69,832.16,146.03,71.41,1260.37,1246.99,407.23,117.48,4607.16,366.05,189.27,130.6,5618.62
2018-11-05,576.96,481.38,199.38,815.57,144.47,68.47,1251.26,1203.39,397.44,116.31,4576.69,355.58,184.72,123.06,5532.24
2018-11-06,581.17,491.95,204.12,853.74,146.01,70.81,1258.99,1236.36,402.71,120.84,4599.78,367.93,188.0,123.72,5622.95
2018-11-07,600.89,509.49,213.06,846.02,150.95,71.06,1272.5,1218.95,401.79,119.85,4667.51,356.41,188.91,128.0,5675.05
2018-11-08,608.01,517.31,212.55,831.31,151.69,69.7,1259.94,1199.41,403.63,122.41,4810.22,342.64,187.01,126.0,5664.07
2018-11-09,618.61,524.14,217.42,833.34,150.58,68.9,1246.46,1180.08,396.57,119.5,4681.86,344.12,185.29,122.59,5639.09
2018-11-12,632.09,532.14,218.14,870.62,159.33,72.82,1277.27,1211.2,402.81,121.25,4818.25,348.53,185.02,121.01,5749.56
2018-11-13,642.53,526.4,220.07,852.83,155.07,70.96,1285.11,1180.96,396.19,119.63,4708.36,354.9,178.37,116.16,5691.7
2018-11-14,657.68,525.44,221.56,856.27,155.09,71.7,1311.93,1183.05,400.21,120.62,4723.26,365.89,179.42,118.41,5739.12
2018-11-15,649.43,518.05,218.4,854.37,148.73,70.75,1303.43,1194.19,399.08,120.7,4544.64,358.73,177.17,115.96,5681.99
2018-11-16,640.53,518.25,216.31,865.37,152.16,71.87,1311.9,1184.74,405.02,121.87,4547.71,350.05,176.83,114.1,5694.55
2018-11-19,649.63,533.26,223.68,914.3,158.73,76.52,1330.55,1222.33,407.07,124.6,4579.44,349.87,175.6,119.52,5817.64
2018-11-20,654.7,542.49,226.62,919.93,159.92,77.27,1314.09,1242.48,414.96,125.48,4567.35,348.12,181.62,120.43,5855.38
2018-11-21,662.71,545.98,227.51,912.75,157.32,77.49,1291.71,1255.42,414.62,126.75,4544.31,357.31,181.04,126.36,5866.68
2018-11-22,643.99,553.65,225.89,919.1,155.0,74.09,1274.55,1237.56,413.46,127.38,4470.17,355.44,178.09,120.49,5810.45
2018-11-23,625.26,529.68,217.32,871.79,145.53,68.12,1245.85,1201.03,401.13,120.68,4301.39,341.83,173.58,120.23,5631.13
2018-11-26,638.23,539.26,219.96,870.55,149.35,69.15,1262.54,1191.09,397.58,120.56,4343.82,343.59,173.8,120.69,5668.4
2018-11-27,652.16,534.85,213.73,885.16,149.38,69.66,1285.98,1202.34,396.05,119.83,4531.17,357.36,175.9,124.18,5718.82
2018-11-28,658.39,538.55,212.15,894.71,150.49,69.79,1277.17,1224.44,393.51,118.25,4575.14,358.05,175.4,127.85,5737.91
2018-11-29,674.41,531.57,212.47,872.24,147.96,69.06,1268.3,1196.59,385.26,117.64,4679.02,345.13,171.91,126.9,5694.58
2018-11-30,674.29,522.89,209.21,869.81,147.0,68.87,1265.56,1184.46,387.05,116.31,4597.36,355.52,172.69,118.49,5660.89
2018-12-03,689.96,541.9,216.26,895.72,156.58,70.9,1298.35,1231.93,406.46,118.96,4849.54,370.29,185.32,131.23,5855.06
2018-12-04,694.05,562.24,218.68,939.02,167.87,76.22,1315.03,1266.0,410.1,121.01,5004.45,368.52,189.29,141.44,6005.64
2018-12-05,692.4,569.81,221.8,940.67,167.48,76.22,1275.26,1284.96,411.12,122.61,5009.88,371.08,186.99,142.78,6004.26
2018-12-06,711.33,582.07,227.49,934.21,168.0,78.35,1288.58,1277.8,408.12,122.77,5158.1,378.51,181.57,141.72,6038.61
2018-12-07,713.5,575.24,225.1,949.32,171.48,79.38,1296.38,1277.36,410.87,120.24,5099.26,383.8,182.8,138.91,6050.91
2018-12-10,703.47,575.17,221.95,955.35,169.83,77.25,1299.37,1270.07,412.39,120.86,5032.7,384.8,180.05,140.14,6031.97
2018-12-11,706.72,571.91,219.28,957.11,166.25,79.29,1275.84,1253.52,409.68,119.5,4919.19,386.99,178.23,138.29,5999.74
2018-12-12,702.99,569.44,215.99,953.95,163.35,78.24,1297.87,1263.69,409.06,117.72,4947.91,388.13,181.65,139.86,5998.02
2018-12-13,701.5,573.97,221.42,963.77,162.19,77.4,1330.86,1254.49,411.11,117.63,4849.15,394.64,184.64,134.95,6012.68
2018-12-14,707.89,580.76,226.42,973.51,167.49,79.02,1339.91,1240.35,410.51,116.57,4881.99,392.95,186.9,131.7,6045.85
2018-12-17,697.35,566.91,230.29,961.22,164.79,78.35,1374.9,1207.14,408.77,114.16,4671.24,381.42,186.94,125.7,5988.48
2018-12-18,702.62,571.03,231.24,984.88,167.02,80.54,1353.67,1225.99,410.56,112.66,4681.64,379.2,192.42,119.32,6009.05
2018-12-19,706.05,573.5,231.11,979.11,166.65,81.61,1311.68,1211.38,404.91,110.54,4676.64,379.26,194.9,117.93,5981.21
