Date,TCS,INFY,WIPRO,HDFCBANK,ICICIBANK,SBIN,RELIANCE,LT,HINDUNILVR,ITC,MARUTI,SUNPHARMA,BHARTIARTL,TATASTEEL
2017-06-05,5537506,11369473,6301737,5344312,13207333,5814142,34885996,100000,16717181,23430221,35050406,3654728,61549906,15392697
2017-06-06,3040225,12611928,5537304,2176734,18246838,6594269,66809653,36525273,17798592,8153182,16690982,10434271,41379453,10378739
2017-06-07,8170404,26007021,8194610,9014485,53187563,8146944,44996057,25584447,14281027,2552765,20725904,8649631,46777843,16313764
2017-06-08,6872007,31036011,8420373,5465137,61019439,15417846,59555976,35707830,3074786,24982448,47444535,5045438,79938891,20561739
2017-06-09,100000,10709771,9753909,7743713,35600392,28408744,69956155,26352875,21630863,17389322,41263119,10631581,42758985,13653585
2017-06-12,9132649,26218978,1020179,100000,50229773,15168959,85879498,46585076,19746336,18283830,29974729,1258175,58655314,21958318
2017-06-13,6062016,19218698,3661743,2040677,22902157,13295795,76978006,26019162,17670009,29378000,21306992,6258976,56163200,2383978
2017-06-14,4275605,11304995,6304331,100000,4995554,17808549,95095733,33452882,4064048,3416546,59499493,5329800,10783343,18727882
2017-06-15,1929852,22016768,2705445,3366696,28968951,13787037,97640195,37886128,16635603,22613508,46143325,3411403,21444888,15624778
2017-06-16,7241407,45019641,10061257,7428276,51423824,20145437,64552151,31955415,18736022,694067,76298983,9870194,47079444,8625913
2017-06-19,4464861,23167158,10864855,5783232,19181099,13956242,52839058,39242702,29514755,5014475,21854169,12493922,66512391,10631903
2017-06-20,5446495,9128628,5658985,5704075,54294658,642889,43472790,35134580,18229561,20527249,11547101,8219410,92847255,16875799
2017-06-21,6041469,28267269,10816362,9447194,48717834,16552988,32111421,28606654,1952918,15249689,43652714,7692183,10790885,8871007
2017-06-22,7425981,27769172,9044208,6172699,32600525,10221568,6677355,34791871,19249788,100000,34426200,7416284,13612063,23456441
2017-06-23,6726522,15753947,9068997,5276551,73063889,11813545,36826304,27667053,24283771,8984151,33229483,5000585,48000720,6234688
2017-06-26,10336173,24792000,100000,1520610,27708754,5342969,77893660,24158825,12775347,6733887,16789874,1543859,64810103,4734371
2017-06-27,657102,100000,7331304,7904817,10492083,16901476,29874745,36617876,3503018,18059397,37336251,4375078,26819220,21139844
2017-06-28,4196984,7209515,5691742,11451053,25085619,6949369,84023160,62830850,29626479,15786291,25800109,3928877,58981504,17787321
2017-06-29,9065021,18284671,7548644,128218,35648987,6996928,48551325,33482313,16221169,16799613,19036243,2213168,71685445,33410371
2017-06-30,11945577,15215785,6394449,5902185,19998814,18072539,76482486,32050385,11188662,5862254,25859767,10548249,70316224,2821511
2017-07-03,9311654,19458650,3254019,3971946,19700231,4352862,75365455,20287675,21395711,9743264,9023161,5107823,105887559,10184345
2017-07-04,7371045,23232187,6763496,1690241,37202031,19464088,33205841,26808133,8162610,16548944,54290813,9111977,34793220,7747961
2017-07-05,8462301,17732285,6438583,3210959,42806018,21753039,92594999,24210577,8121647,14680105,35134771,6927841,100000,12334284
2017-07-06,8369756,25211340,11785873,3758408,34447365,17920629,95981211,38533459,12382407,20443216,34511154,2869467,32532136,12366900
2017-07-07,4188591,18635794,7551580,3917363,29368901,6829627,63503361,31198888,17122434,6057206,60472428,12674702,75186343,24694840
2017-07-10,7679029,23693158,5802678,3642086,21451592,11816533,100000,51667750,10642428,4316533,26338202,9155740,78346570,8872473
2017-07-11,3041288,15353663,3059134,5319238,19282532,12095950,28503104,15280474,19571495,15199297,16717416,6936152,9265827,16971718
2017-07-12,6286309,28462798,19198123,3299689,26098086,4137956,11501257,25388672,20576507,23723199,47038654,9817953,87150974,17605616
2017-07-13,4452376,24342692,12163490,7173514,11153842,12516333,45629894,21405688,15090722,2061424,16341779,11550702,10370604,11646641
2017-07-14,7287414,3263830,8792267,3140788,21063897,969415,33560868,100000,13776840,5793526,100000,4294595,41217789,18365540
2017-07-17,4328954,23690942,2359771,4896000,34615519,11028368,60179871,10473077,21767040,9852090,47803912,2491057,63207120,13117392
2017-07-18,6103655,23198657,1957656,11115313,12677854,11861570,18672242,25238956,19846115,12640126,40727285,7135272,40243560,17206129
2017-07-19,2929342,10544063,14909539,3816361,100000,12319296,100000,31549365,7102301,20079280,29647520,4561842,62967310,11741211
2017-07-20,4800941,34205081,14666847,2576274,23059359,18897038,73243324,32474187,24637121,5840138,13707608,11159670,39369265,3769340
2017-07-21,9305566,16148402,9239534,1882881,12038766,6788477,75105192,36421852,21187205,11343074,46544044,9208196,54362850,12597696
2017-07-24,421868,8722882,4833585,1810240,22043280,12520387,100000,13072738,11186254,8556378,27964825,5264569,17366744,26129617
2017-07-25,6062614,6417168,5893548,2620662,42712090,11166484,35961214,20132309,2735515,17728406,50773737,9357832,89526895,13590197
2017-07-26,10015139,26798492,4593642,2719780,42595991,26499418,39221640,42492510,17507528,15878458,46948351,1007238,46352945,13647113
2017-07-27,8507861,22220190,16561980,8204016,29140457,100000,34490557,44681662,17035118,20755731,21802269,7816975,42090252,24856718
2017-07-28,6133262,5919565,7293829,100000,38659560,7890467,80832164,43183722,17313515,18336126,12791338,7621001,62361211,2555241
2017-07-31,8089182,25492591,11420571,3081413,59511158,18154467,52994030,32804252,25847353,21072627,44508742,2140021,17123974,12969010
2017-08-01,3718947,27871053,11994303,9067448,26181031,1901460,5453351,6189289,15070105,10647203,43426597,3248477,45315305,3406183
2017-08-02,8042461,18670545,2904913,2836522,15453347,19964530,66940730,47688370,18247614,24069970,42797523,7747590,19415196,7786711
2017-08-03,9502881,26880282,8443369,5864699,40034441,11819984,52395566,16253484,19594274,1936261,36496087,3693758,30868097,13095634
2017-08-04,6576785,5563567,6981370,7003196,22438401,10400169,50918057,40403174,11890318,23252945,54624588,6939823,48304702,21352708
2017-08-07,8835893,14792594,13353699,100000,13734309,100000,65522519,22823262,21237720,7192328,95478211,8151309,62158640,9808990
2017-08-08,2896475,24156197,10572788,10076955,26262010,13571076,1749033,30523161,25696558,21609894,67983295,11372619,37129576,15318798
2017-08-09,2473209,49172602,7903090,100000,35898185,14032575,48697845,17447054,12124769,20747174,41637167,12083211,42492370,11007959
2017-08-10,8181262,27427987,8721643,189977,35433183,100000,61854642,26974566,1330775,10395008,51094249,9138006,68277360,17544025
2017-08-11,13154589,18884001,5337164,4083759,9235158,11992644,34915953,13427694,9230521,11226487,32534421,4713514,43039993,18275872
2017-08-14,6150294,10096092,4267869,4767268,36468132,14243466,38061875,16072425,15793635,5510521,100000,4898180,31602431,22698618
2017-08-15,8487063,16461717,5050504,8193146,8091634,10349798,38205165,20781274,3250931,6529805,65134617,9265397,60645264,16648124
2017-08-16,100000,34416547,10134284,7607667,10625048,19043060,71027372,1996874,11303218,15329954,24088343,860547,50524800,16561421
2017-08-17,7682405,31311165,11853226,3317781,50086083,11667750,22340207,18268208,15535707,3105037,12516406,6655973,47360680,13344495
2017-08-18,4437508,34009850,10688904,7162869,4183496,11587819,44219154,8565003,20198772,23479418,56554750,11246160,78868496,27054680
2017-08-21,11770079,17782255,1760870,8837434,100000,13254796,37226458,14380434,22814161,16937727,80933936,1133514,38987174,15112022
2017-08-22,8161455,17628027,9437295,8771577,36574517,100000,84612862,13287527,17981732,14276718,45894689,8730122,66808500,12184897
2017-08-23,6129358,8260930,10614135,5892932,20991400,9278392,52233819,49506435,13985158,10255238,32619473,5070513,100000,21256470
2017-08-24,4276358,28019034,15044614,4269673,24119065,2213135,48666476,8430122,12207882,23359935,56343572,5451748,42458107,18862955
2017-08-25,9656021,33745796,2696418,5046490,52279074,5459958,100000,30110627,14872980,18002312,43241127,2313574,51350456,6940874
2017-08-28,9725772,18154369,12482786,12012821,45982138,9756113,15697977,34983194,21422743,8740717,12907928,7006698,46141678,19088188
2017-08-29,3507562,11485392,14595898,5090549,44010808,6176281,67071575,26220182,19352034,11231601,18080586,2252715,31681476,6865478
2017-08-30,9330284,7534142,3674021,3763297,30415993,18871916,44453329,39465606,15513717,20047025,27867000,4876751,11777381,17674405
2017-08-31,8869986,31911591,10762825,4255049,37685718,8719991,64235496,21627904,25383184,14998754,43868856,4349981,34983251,5608823
2017-09-01,6694789,11927916,1240939,7874817,22731229,10402329,69069533,31097887,12784570,9697226,51608820,4097461,37037759,13220952
2017-09-04,8321991,10172017,8018794,6089302,20870728,13030243,78575327,27761382,23623677,18529820,29842754,3524595,54868950,18896028
2017-09-05,7550343,4698393,3904174,8405840,29909088,15029668,21397267,21582247,11928892,17672444,56019071,1289481,74961758,13213584
2017-09-06,2829278,26461931,10893299,3402840,39095908,16798100,92387088,37511555,6809719,14694771,63319463,4068969,22645788,7421476
2017-09-07,6938218,50266257,7920842,1133283,53263002,17853138,57666984,27984335,15866827,3654631,33982973,1810324,57854569,100000
2017-09-08,5507579,28051790,6703969,7544436,46076181,100000,60085848,26309741,1484056,6875332,10869581,3468959,35205646,11774557
2017-09-11,2686529,5148753,10601610,5933417,40063525,16907747,4344148,10502680,13045472,15493430,50211142,7937575,66991277,17586271
2017-09-12,3577706,14337415,4659534,3046030,28254130,17844276,64625706,23653944,21455352,1441726,70130434,3583670,74807067,18926755
2017-09-13,1004154,100000,8203514,8750049,26066550,25090215,28548266,26657678,21340209,9744468,28537293,5530540,66604154,21653992
2017-09-14,766326,33604688,10947855,7163953,33418473,11563091,52228519,49276065,25528912,12218867,67781050,8984160,63117352,12857717
2017-09-15,4186413,14928281,6774161,1704315,32644637,12201674,94955944,21152336,9909086,14853636,25952358,8173307,100000,16135482
2017-09-18,9141489,23570734,8655620,4675531,13941405,15450215,58836676,41307284,7123287,10171885,34160724,4449631,37466665,8960910
2017-09-19,2086675,20798840,7087880,3394321,24350516,26188034,54469142,27455375,20302661,11775701,59785611,7046913,72333045,7261323
2017-09-20,2349828,30750100,13933061,6681549,30413392,12113468,59313549,14378038,9598049,4451644,32059619,100000,95061250,3709337
2017-09-21,11519080,20380108,13857973,4239758,39639564,11365511,30887989,47565797,16948472,12745842,11569386,1860015,71897130,15525734
2017-09-22,3085795,30083091,7788761,3071547,29033620,14441923,11004694,30457302,7452347,15935122,49610680,8480800,64503009,15466448
2017-09-25,5971439,22337054,7648376,6109351,58852329,4121565,64431662,17606872,11818412,8699836,13583275,8649724,52269905,11377214
2017-09-26,7358254,12318168,4018731,9080579,20834838,17491185,52174755,38572433,11518395,11121103,54028800,5127112,38741520,21392767
2017-09-27,5302726,24112237,17288950,5371233,33652576,9311859,81338193,50950533,15187789,17035282,51255521,7932776,87819777,10021074
2017-09-28,5749828,22543108,11301662,5678003,28144103,11472418,26790807,11258385,14418774,16269963,64142799,6405168,63093976,27118362
2017-09-29,3517299,17489067,11782484,2753198,36208997,11951872,17696313,41031151,16988283,8194606,20517414,3972297,44917726,7298567
2017-10-02,3977132,15310829,13915989,3263351,30125009,22543389,66782824,8548138,17001987,17364720,20820027,9679026,57438416,11696063
2017-10-03,6833016,40057388,7927343,6958467,25358060,9233448,33058918,3934102,18908436,12236771,36705754,10611354,56645251,10685655
2017-10-04,2346730,39803150,7034492,5464786,38334040,18993428,11062989,8740333,12697337,17089785,29096677,5410550,60406614,16360724
2017-10-05,10090723,12106103,14179878,7206961,17723188,100000,34932040,25864548,19019612,100000,6986726,7734403,68799977,12833620
2017-10-06,615604,6233846,5923818,1477514,10284011,15961704,23555833,34526872,23176228,17748206,31552957,2755135,19835993,5140461
2017-10-09,6512754,23216221,7386165,8586107,44386585,18721224,11544591,21802575,6397399,16935734,37710777,100000,20173221,672629
2017-10-10,2755598,24442720,9387026,6523116,30319536,16928537,59739529,13461724,7678343,15440617,46250067,8281040,79846132,17718872
2017-10-11,7270940,27739631,3725817,8835017,52587604,7174238,63400902,33705534,20689013,11355289,40644580,1648232,31421863,3983300
2017-10-12,3027423,17115117,11378129,5142019,30103134,15087559,41668101,31560072,21329961,17379018,33021024,9130208,44460499,8438364
2017-10-13,7620865,42625215,10355833,7432648,8219721,16681976,94702145,28964503,12797396,16221555,65861491,3966917,60137340,16776575
2017-10-16,8280646,37635277,5925609,8692225,36329921,9122577,43107293,41624037,19904253,10443971,30489540,6740533,50520876,15908969
2017-10-17,8537595,37174220,12854036,10172943,3108137,6391024,65035912,29800492,12364506,16314776,25288496,4064578,53597788,4645916
2017-10-18,4448932,7867124,3359875,9571346,5887118,15928708,11363910,47765946,15133061,9273231,33114159,4986175,35333946,8990407
2017-10-19,10313801,100000,6620502,6803145,30300366,7337405,20893775,100000,15126522,1925920,47362731,2251905,91930207,20843902
2017-10-20,6044115,10022029,14191042,5817001,33032897,13156976,75730350,9729171,16205616,10072723,28141707,6295844,67544752,11756771
2017-10-23,5760428,25950938,7586431,2949160,31997843,16746104,78399164,42770044,25911282,17182311,46651684,10119235,51014383,20062072
2017-10-24,7504876,28043117,2098692,1738778,18592256,4350374,43963156,993484,34251143,13212751,46879484,3607540,111210290,100000
2017-10-25,1076866,16143048,9108064,100000,18087425,10263184,64402734,41446140,4837266,14781753,24908644,3110468,34460452,11105396
2017-10-26,5213181,23782099,6980217,2720107,70442346,7457893,57096716,44831195,10956765,3587544,28076768,11324455,62640837,7986998
2017-10-27,6952073,34327659,10250843,4798713,13061094,12947951,62905655,23372607,9984792,13537325,71499590,9343056,54732559,7715941
2017-10-30,4167450,34343770,12576685,100000,17944517,13918481,24455830,35363900,25834687,14322199,39110352,6750202,59465847,8636281
2017-10-31,5769782,6245478,7850641,2461646,51767536,12178868,112666728,27853830,24389145,18658621,100000,4782728,57429860,23736377
2017-11-01,10803416,17941745,100000,6357924,17930441,17963380,129564261,33085754,22104507,21174529,23273373,476764,119076312,13169741
2017-11-02,3529141,7771817,10393169,3403323,26095256,13353045,34048056,5513180,12281379,15037891,47953394,2345653,59671415,1211682
2017-11-03,8240542,100000,4021310,6488454,30632565,10872293,46047096,39944996,16918192,17735101,35951127,12257256,61588793,12882897
2017-11-06,4043733,23105132,10193635,5883189,24831476,12639583,68753327,20675571,3148062,3479033,36855778,4338073,28458658,9417113
2017-11-07,6121907,1601630,11638524,5975303,47225874,14081208,72812673,12081252,20877767,17084182,49945703,3360831,39443510,16927311
2017-11-08,7456021,8166049,12438731,6021892,45178320,23532038,36880654,4160219,18282819,15324008,22104854,9480890,62441398,13689942
2017-11-09,8308121,1451228,11569005,5894776,41661598,14097637,67241291,25645437,11750838,18254190,39646565,674589,42735597,10015022
2017-11-10,6982734,31036427,6869118,5754226,51826686,5167592,45261751,22971260,21259143,9449014,33481689,6229530,66480781,24908100
2017-11-13,8072594,26353182,7646931,3073422,28241379,8883194,21065026,24438627,13761776,15507447,41055173,11984154,45538247,15031581
2017-11-14,5362109,46664091,9858342,5295469,49041464,6758479,41613001,22531383,1150864,4975940,30143244,5076933,33779968,13048259
2017-11-15,4615782,32736488,11431977,8250243,37042690,8492929,56721091,12296908,25063418,9444356,30855458,6803285,8208768,15655150
2017-11-16,8925498,14268586,4104741,5804808,16386750,11727234,59481083,51358844,28546735,7318614,45339700,4644836,82552793,6705224
2017-11-17,470275,29546052,11864150,7765245,37399682,13640272,29104623,24497588,4847324,184672,19754880,2537240,42194583,8418497
2017-11-20,4696086,20450981,748555,8767275,23423387,5101544,42497126,42637696,17334182,16270904,25996017,5024081,44404589,22229957
2017-11-21,5151967,22010029,100000,6132844,7375662,21319979,69863072,15789457,26692440,10942648,66194122,7805233,71437172,6909539
2017-11-22,6408623,13088905,1414756,7337530,7385146,3177313,63927919,68008555,5180649,17104593,46466535,8618924,35084050,6096900
2017-11-23,8534621,27570671,10237015,6064420,15543194,11203991,49023953,39812539,100000,11116506,52985571,9465632,91319661,4700296
2017-11-24,6489516,16167533,10649105,4749848,53420630,205823,47449282,52245082,13483918,9240867,37772372,10482606,60833210,8995891
2017-11-27,5242792,15541459,8942626,6793006,100000,12990809,78997537,46460049,15973016,10303779,39585044,1084635,80003679,21739772
2017-11-28,8340521,19190826,5833073,6236044,26011931,16197257,78383897,35800339,25136812,17576423,21759496,10035186,73039715,8982529
2017-11-29,6718404,27266998,10045287,6495084,38154442,14079321,38675096,33302997,32748632,19541602,41762150,9899443,69706273,22239421
2017-11-30,6263264,8253118,5399074,1360161,27811138,12894023,100000,24804983,20449292,7922971,41802314,2806231,38158978,16488437
2017-12-01,10593703,24228673,6799792,2919281,24795038,17043440,8147024,33318989,1932292,15384570,52377820,7276101,23475138,4953349
2017-12-04,8732918,6516697,4725248,2122885,17885461,19514465,12994294,18548099,18753935,23504115,31954072,6600809,74258219,5413622
2017-12-05,13690290,15197062,10750479,6635411,52126511,14325878,46244582,37277828,14214463,15310937,36589955,7181995,11312243,7036373
2017-12-06,136439,14721752,5764416,7420418,23215233,16500929,63832003,11901247,22610979,12325879,85974717,3580261,17888986,23666196
2017-12-07,9690372,28842962,9695722,6917493,11582176,3397845,67181417,34030584,837646,18737306,37569734,6587260,43854746,18140677
2017-12-08,10251920,24481732,8480852,4293869,22589021,14985373,26930530,19726307,22374370,14789838,21575536,5265278,43235495,3774336
2017-12-11,3876703,30203590,14624369,7416618,33999508,11329701,35074272,45730644,27393629,10771221,46636314,12547715,19236541,11078609
2017-12-12,5541088,30179025,8404936,3591003,18479499,9407427,46430675,10925026,16982036,11298757,39712696,3185578,45346802,16394442
2017-12-13,6136940,42702555,13174176,5759969,36173492,12278196,46260048,7193551,24223200,9348051,20710697,2858690,47242169,8338126
2017-12-14,4562615,3773322,11406839,6800288,29350809,19509963,37200089,32738221,21290045,9866273,44569648,6095144,40659274,23366994
2017-12-15,4880815,14210474,3561572,5648771,35510018,11025227,112237127,11229110,100000,17453541,55569109,5323168,54407051,14003343
2017-12-18,15607137,5900245,5862087,7043232,51039468,6883959,56997426,30634358,16539499,21539685,24562706,2846867,100000,18805684
2017-12-19,5888953,25552324,7016320,4897354,3235254,3504148,22368278,41192649,17870561,13392814,60113600,8955131,71992775,20951666
2017-12-20,7617743,23951962,10336085,7081632,23725681,14987601,49113344,29296025,7164512,19701257,25023225,5132161,94262874,9897677
2017-12-21,6984455,13236170,11274040,3248595,16677973,12389881,38610406,14332918,17699557,17185317,21774800,5341964,45430993,25984624
2017-12-22,6157578,24326702,10777043,3149631,19125549,6869100,42421393,18216062,2717970,11963965,39303551,100000,51924449,14231153
2017-12-25,2576593,32809076,4893584,5299504,31804451,10020319,27344591,39676634,15469576,6428620,50356612,9517175,42364652,15248297
2017-12-26,8720277,4084347,8047715,1882836,29715811,21492215,28494925,32567050,18699590,16605293,52407107,6447656,62701543,13909988
2017-12-27,5743438,20177056,6424104,9129692,4543892,12333236,1662024,22897233,33969777,18800290,42665877,12039827,70871047,12468325
2017-12-28,1303461,22463574,9621121,5823964,11949405,8798133,43347666,39880274,8382290,2526426,15971411,9229678,21550844,7927524
2017-12-29,6358079,9461581,1515930,6672324,46623692,9552214,49897361,10058623,20949085,10237028,20530632,5928037,38018506,18118551
2018-01-01,6788344,10580822,8024864,4535315,9491818,4914304,35049708,42043541,5982978,14010751,30686296,6420260,27813072,13646782
2018-01-02,9295542,17988442,962716,6562422,40312329,7252224,71436088,39664715,24074735,19021478,46888746,5036871,84475715,11089169
2018-01-03,1917520,23302954,3717966,7009798,1044398,11779200,48196362,14668889,14899116,20963621,29626386,5394882,49840193,10248265
2018-01-04,5541472,30626515,14751737,5057334,5576895,10423099,50298768,31252164,19669810,12017141,55011944,13979065,42406395,12602050
2018-01-05,3879998,24736087,15002999,3747407,37685954,17427212,55140118,22249231,8369956,4292747,71821882,863284,66207802,17512225
2018-01-08,3433660,27757653,5480293,2252497,52387259,9069469,48432835,45317062,19408651,1253535,19627811,5494023,40521536,17014566
2018-01-09,6544504,30649808,10124025,7922453,44445128,7643429,50599428,55599531,10773487,29664894,37784948,2621430,33946581,25371731
2018-01-10,4573335,36737290,10079693,1180563,22151180,16472532,14937483,5215276,14325830,14797731,47613697,610996,10581352,12411859
2018-01-11,7364531,21572388,13669529,4420880,18722286,2660286,76816867,31707296,6800953,13250140,52220063,7324772,81752849,8686085
2018-01-12,3256361,1600690,9122220,2666037,36377830,7643901,15938871,25322905,12580100,8294805,40921974,5961076,59977104,14178364
2018-01-15,5465553,36171969,3866059,4226067,5526588,7489417,71881336,16194480,17393613,20570354,34766745,6619640,38393701,18249521
2018-01-16,6725808,42799889,4792656,5041297,36631882,5486569,57710235,15019077,15153674,7886892,8023046,12434046,107029624,16951754
2018-01-17,7113386,19660113,9732238,5179701,21638262,7062885,35863748,24810096,24751330,21116909,29434911,2524780,64582354,14938183
2018-01-18,6434348,40211667,700768,5510937,54357181,100000,58877627,18345806,10880932,21304231,48069941,15678562,31788054,15066089
2018-01-19,5758648,27418582,1155735,3114274,34438994,10284508,42118831,43836489,27503181,15206417,61739226,3594105,97732215,6353171
2018-01-22,4182906,27214000,11556631,6966558,27374044,1829637,73509336,39981320,12683681,17999272,16193902,2662356,46000150,16124161
2018-01-23,10553867,22205917,18853926,2137237,33396059,13359400,31597098,24526839,27768697,7916750,60069519,5741831,41068821,9072788
2018-01-24,6512494,5330873,5589123,3224285,24597869,12589888,48882033,30880792,17831624,13898823,55370452,8803876,48906702,12254231
2018-01-25,2545677,21985552,7468831,4999916,37419897,13695116,30951405,23184534,31079806,4251674,40366307,5439834,60766077,13140178
2018-01-26,105535,37596935,7794376,11031361,16740781,18210823,25350159,23556331,16506287,10076464,22363337,5718149,40029949,11908412
2018-01-29,9403178,27965996,9115522,6501223,46099173,6763536,46454954,19673782,3335094,1735291,62633562,9270376,95124431,16590334
2018-01-30,2092259,19950271,4648726,1010359,24556334,18486744,83647223,7403813,13475622,100000,35210110,11324382,43829234,10734347
2018-01-31,6429455,4895231,7705181,6213661,42463110,100000,61234099,36427661,15239149,8233883,45604874,10310654,40399417,9821049
2018-02-01,2369813,30354507,11363692,5039245,41460112,23193740,45637029,9043153,27758084,5922665,21965712,15100343,22528845,12638065
2018-02-02,6304607,21258426,5774498,4156699,32266369,13569939,46535198,29325718,1830017,13952757,10397176,8738552,52936960,18626595
2018-02-05,6800713,23259151,8166312,3784740,40361972,18839570,9924176,20891856,8381530,16402506,49251736,11402120,156578,9277825
2018-02-06,8237680,17147027,12327357,5755414,23333024,8235571,28267517,50325803,16969699,16719206,44097570,3589997,24463406,25169401
2018-02-07,5613559,28012398,7991936,4597727,39647524,8982350,30211396,37829870,17695020,11623542,45327972,5445125,58778317,14567117
2018-02-08,5624936,31721457,1882369,6875253,5959434,5461513,53182630,20308318,24854055,22367862,17135195,7960105,53856142,8051388
2018-02-09,2742436,23707908,100000,1814115,14167510,16973893,73340537,30734675,272115,16536380,51314442,4640901,56947832,12815320
2018-02-12,5133239,35434529,3485170,2073075,27290580,14390673,45384436,5645043,9834962,13041215,50223468,8426029,47743508,13348844
2018-02-13,5994922,30923362,12927488,5747971,1613767,9302228,54451741,21164176,21740077,20505167,82670337,4670799,32178720,8148289
2018-02-14,6003962,24314618,7064673,5934330,31307899,16965683,50186717,18521641,14816701,15021984,32046461,10274576,100000,7090914
2018-02-15,5388254,17404031,9532995,7523955,61794395,2469328,52858007,44228267,20712667,16003264,5369769,8177503,51133459,20974459
2018-02-16,2722438,16609333,13388825,2930542,19319036,8657819,49590192,16375178,14293638,2334196,28780984,4501387,3264323,14547725
2018-02-19,2071576,1578088,3062011,2956290,30661905,3028076,58901348,24437144,23223233,9236595,29609850,14799205,19432764,9524332
2018-02-20,10316914,10279567,18941689,1395667,15615116,20035975,31831938,40857153,10232518,15872684,38931106,1193630,58760309,100000
2018-02-21,7613777,19219654,7697986,5455771,46186078,10498238,71115639,22122781,13376755,12816131,49193804,5551954,60778783,14075146
2018-02-22,12820704,23841605,10298955,2205201,26649459,15194400,22995573,31213136,14876921,20759109,26737987,10013232,63859867,6230847
2018-02-23,7063065,21324533,5258151,6760710,29788899,18527172,10586389,41468570,9749924,17938522,56347906,4348336,34644385,6399236
2018-02-26,7841435,30190930,4200652,7867463,26822982,18964515,53950373,25625922,16177692,17909624,36918822,1553659,42474002,14831367
2018-02-27,3219371,23460025,8225145,9190812,26111479,9281798,47436995,19889053,11955989,6881201,100000,2483303,52922087,5424920
2018-02-28,10202483,13752581,5645013,2378048,11548280,11684860,41218465,39711262,17706348,24409189,36026398,8813568,52234710,6525450
2018-03-01,450579,13537500,8494203,6937180,32694968,17775804,39541303,29616141,17319085,23189137,25360401,7746724,50100768,13968260
2018-03-02,7781555,25702737,100000,10862981,26098249,5645590,65478120,26427412,9604855,15736905,39298500,7519739,24575269,19040599
2018-03-05,6209915,9107983,2542489,4256457,7684719,7603732,28581677,31111910,19496345,8056673,56142839,7489970,35228871,8311137
2018-03-06,10174296,17933505,6021960,6573255,2417775,10861433,24571405,26415586,17153626,3717189,15258650,9346263,59119768,23284667
2018-03-07,5497957,26125003,3500517,3625786,27482147,12832616,62054296,100000,10785377,9697515,33800952,729042,66236158,2669281
2018-03-08,5995705,10949675,20468366,2743542,25455298,16912425,68991290,17777713,21988902,10120942,67041769,13649902,55805656,6966904
2018-03-09,200366,15273597,8864313,4421175,10228523,17464997,29466483,33497839,16164889,19493907,29721775,2900878,55928459,513257
2018-03-12,315743,20496178,9207258,5342440,42402770,5539371,80484725,5816092,23497939,21974207,25092505,5614406,100894198,7673873
2018-03-13,6969059,22434565,3687369,5846840,22167989,8665744,42694774,27286856,26141106,6224530,71274237,9757492,84465262,4173587
2018-03-14,9232127,24847201,5291237,6114140,38350595,7481170,40496917,48187894,6917639,10362707,46080531,5582263,38791515,3932821
2018-03-15,6734998,21068434,6077614,8121448,17398959,8604738,53742013,30834043,28183550,16066618,63082129,6647402,98285728,9618678
2018-03-16,5485307,19498175,12781461,5447359,24352793,9061222,51283479,15959075,19511849,13199400,24332850,1529252,71491841,9337397
2018-03-19,6788584,17253335,2362309,2971780,20900775,7628740,69236513,31798022,17665374,21274155,29045480,2368046,91950496,7863555
2018-03-20,6465975,32342139,6731662,5487861,24249217,3351144,107732565,100000,10046914,6020150,18490685,1184361,67073691,16266456
2018-03-21,7830939,12116320,9915662,2830714,33344156,17352096,24096732,27769418,17889073,21232524,46309978,7275687,32551422,8807907
2018-03-22,3052542,30764310,100000,12402177,25886607,17686868,40221122,54109462,100000,9897006,24195726,7735108,65589148,20113278
2018-03-23,6635471,20635164,1372596,2506016,39363983,100000,40685988,36826167,6859907,26520049,20360508,7567883,39408804,15274250
2018-03-26,2906973,18754734,2421261,8652008,12599435,13631694,96774814,27386798,1052330,19649033,39389953,6842400,70577423,9336574
2018-03-27,9127900,22644171,7371427,6592193,19117469,28284818,8065221,30645121,14229810,19577773,43169474,8789755,12986074,4565961
2018-03-28,2663174,11827477,6271646,4789559,35072895,14467420,45035131,47310128,25680658,4683989,35567989,11408050,59355344,11703304
2018-03-29,5221872,29881344,11900064,9176477,43478665,20900167,62277672,13816266,17282351,1659510,39014837,100000,59744755,22390812
2018-03-30,7639557,26740186,100000,3873413,31292953,18663653,75995829,27038444,19825766,8363863,65513955,11751575,78118904,22991785
2018-04-02,1998793,15052949,6438578,3232599,41155359,4821042,41250358,39061239,13517908,8162849,56017564,6566542,73990679,3653670
2018-04-03,3487239,25508624,12896713,3428687,16625405,15175064,80533089,100000,15379545,11643467,35996407,10687974,39829676,17953386
2018-04-04,12456736,14820668,1729219,8093343,22701128,100000,28723246,38502011,1583124,5597545,48559586,1700342,36383248,5961006
2018-04-05,8649652,10535476,7652526,5206330,38576187,10325982,37890438,25637290,23345704,20421863,52799940,5553184,33857493,8032511
2018-04-06,6866979,23519883,11171528,9019656,24547549,11454341,5545099,27989404,19194219,15391018,42887792,5790645,43543180,20998295
2018-04-09,7780641,19000005,13838947,5591343,23126305,26804258,69593390,26699419,21278089,100000,22867855,7042916,44802027,8685955
2018-04-10,869629,19234371,3030064,9517232,24243105,15319958,27150787,52871817,17925096,10520055,2938845,7344239,74152783,9966821
